Days,RushHour,Weather,Temperature,Humidity,Density
6,0,0.5,0.735,0.31,3
6,0,0.5,0.735,0.31,3
6,0,0.5,0.735,0.31,3
6,0,0.5,0.735,0.31,3
6,0,0.5,0.735,0.31,3
6,0,0.5,0.735,0.31,3
6,0,0.5,0.735,0.31,3
6,0,0.5,0.76,0.55,3
6,0,0.5,0.76,0.55,3
6,0,0.5,0.76,0.55,3
6,0,0.5,0.76,0.55,3
6,0,0.5,0.76,0.55,3
6,0,0.5,0.76,0.55,3
6,1,0.5,0.76,0.55,3
6,1,0.5,0.76,0.55,3
6,1,0.5,0.76,0.55,3
6,1,0.5,0.76,0.55,3
6,1,0.5,0.76,0.55,3
6,1,0.5,0.76,0.55,3
6,1,0.5,0.76,0.55,3
6,1,0.5,0.76,0.55,3
6,1,0.5,0.76,0.55,3
6,1,0.5,0.76,0.55,3
6,1,0.5,0.76,0.55,3
6,1,0.5,0.761,0.55,3
6,1,0.5,0.761,0.55,3
6,1,0.38,0.76,0.55,3
6,1,0.38,0.76,0.55,3
6,1,0.25,0.76,0.55,3
6,1,0.25,0.76,0.55,3
6,1,0.25,0.76,0.55,3
6,1,0.5,0.76,0.55,3
6,1,0.5,0.76,0.55,3
6,1,0.38,0.76,0.55,3
6,1,0.38,0.76,0.55,3
6,1,0.38,0.76,0.55,3
6,1,0.38,0.76,0.55,3
6,1,0.25,0.761,0.55,3
6,1,0.25,0.761,0.55,3
6,1,0.25,0.761,0.55,3
6,1,0.5,0.76,0.55,3
6,1,0.5,0.76,0.55,3
6,1,0.5,0.76,0.55,3
6,1,0.5,0.76,0.55,3
6,1,0.5,0.76,0.55,3
6,1,0.38,0.76,0.55,3
6,1,0.38,0.76,0.55,3
6,1,0.38,0.76,0.55,3
6,1,0.38,0.76,0.55,3
6,0,0.38,0.76,0.55,3
6,0,0.12,0.76,0.55,3
6,0,0.12,0.76,0.55,3
6,0,0.38,0.76,0.55,3
6,0,0.38,0.76,0.55,3
6,0,0.38,0.76,0.55,3
6,0,0.38,0.76,0.55,3
6,0,0.38,0.76,0.55,3
6,0,0.38,0.76,0.55,3
6,0,0.38,0.76,0.55,3
6,0,0.5,0.76,0.55,3
6,0,0.5,0.76,0.55,3
0,1,0.62,0.76,0.55,0
0,1,0.62,0.76,0.55,0
0,1,0.62,0.76,0.55,0
0,1,0.62,0.76,0.55,0
0,1,0.62,0.76,0.55,0
0,1,0.62,0.76,0.55,0
0,1,0.62,0.76,0.55,0
0,1,0.62,0.76,0.55,0
0,1,0.62,0.753,0.28,0
0,1,0.62,0.753,0.28,0
0,1,0.62,0.753,0.28,0
0,1,0.62,0.76,0.55,0
0,1,0.62,0.76,0.55,0
0,1,0.62,0.761,0.55,0
0,1,0.62,0.761,0.55,0
0,1,0.62,0.76,0.55,0
0,1,0.62,0.76,0.55,0
0,1,0.62,0.76,0.55,0
0,1,0.62,0.76,0.55,1
0,1,0.62,0.76,0.55,1
0,1,0.62,0.76,0.55,0
0,1,0.62,0.76,0.55,1
0,1,0.62,0.76,0.55,0
0,1,0.62,0.76,0.55,0
0,1,0.62,0.76,0.55,1
0,1,0.62,0.76,0.55,2
0,1,0.62,0.76,0.55,1
0,1,0.62,0.76,0.55,1
0,1,0.62,0.76,0.55,1
0,1,0.62,0.738,0.35,2
0,1,0.62,0.738,0.35,2
0,1,0.62,0.76,0.55,2
0,1,0.62,0.76,0.55,2
0,1,0.62,0.76,0.55,2
0,1,0.62,0.76,0.55,2
0,1,0.62,0.76,0.55,2
0,0,0.62,0.76,0.55,2
0,0,0.62,0.76,0.55,3
0,0,0.62,0.76,0.55,2
0,0,0.62,0.76,0.55,2
0,0,0.62,0.728,0.4,3
0,0,0.62,0.728,0.4,2
0,0,0.62,0.719,0.44,2
0,0,0.62,0.719,0.44,3
0,0,0.62,0.719,0.44,3
0,0,0.62,0.719,0.44,3
0,0,0.62,0.719,0.44,3
0,0,0.62,0.719,0.44,3
0,0,0.62,0.719,0.44,3
0,0,0.62,0.72,0.44,3
0,0,0.62,0.72,0.44,3
0,0,0.62,0.719,0.43,3
0,0,0.62,0.719,0.43,3
0,0,0.62,0.719,0.43,3
0,0,0.62,0.719,0.43,3
0,0,0.62,0.719,0.43,3
0,0,0.62,0.713,0.46,3
0,0,0.62,0.713,0.46,3
0,0,0.62,0.713,0.46,3
0,0,0.62,0.713,0.46,3
0,0,0.62,0.713,0.46,3
0,0,0.62,0.713,0.46,3
0,0,0.62,0.713,0.46,3
0,0,0.62,0.713,0.46,3
0,0,0.62,0.713,0.46,3
0,0,0.62,0.713,0.46,3
0,0,0.62,0.713,0.46,3
0,0,0.62,0.713,0.46,3
0,0,0.62,0.714,0.45,3
0,0,0.62,0.714,0.45,3
0,0,0.62,0.714,0.45,3
0,0,0.62,0.714,0.45,3
0,0,0.62,0.714,0.45,3
0,0,0.62,0.714,0.45,3
0,0,0.62,0.714,0.45,3
0,0,0.62,0.716,0.42,3
0,0,0.62,0.716,0.42,3
0,0,0.62,0.716,0.42,3
0,0,0.62,0.716,0.42,3
0,0,0.62,0.716,0.42,3
0,0,0.5,0.726,0.38,3
0,0,0.5,0.726,0.38,3
0,0,0.5,0.726,0.38,3
0,0,0.5,0.726,0.38,3
0,0,0.5,0.726,0.38,3
0,0,0.5,0.726,0.38,3
0,0,0.5,0.726,0.38,3
0,0,0.5,0.726,0.38,3
0,0,0.5,0.726,0.38,3
0,0,0.5,0.726,0.38,3
0,0,0.5,0.73,0.35,3
0,0,0.5,0.73,0.35,3
0,0,0.5,0.73,0.35,3
0,0,0.5,0.73,0.35,3
0,0,0.5,0.73,0.35,3
0,0,0.5,0.73,0.35,3
0,0,0.5,0.73,0.35,3
0,0,0.5,0.73,0.35,3
0,0,0.5,0.73,0.35,3
0,0,0.5,0.73,0.35,3
0,0,0.5,0.731,0.35,3
0,0,0.5,0.731,0.35,3
0,0,0.5,0.735,0.33,3
0,0,0.5,0.735,0.33,3
0,0,0.5,0.76,0.55,3
0,0,0.5,0.76,0.55,3
0,0,0.5,0.76,0.55,3
0,0,0.25,0.76,0.55,3
0,1,0.25,0.76,0.55,3
0,1,0.25,0.76,0.55,3
0,1,0.5,0.76,0.55,3
0,1,0.5,0.76,0.55,3
0,1,0.5,0.76,0.55,3
0,1,0.5,0.76,0.55,3
0,1,0.38,0.76,0.55,3
0,1,0.38,0.76,0.55,2
0,1,0.38,0.76,0.55,3
0,1,0.5,0.745,0.26,3
0,1,0.5,0.745,0.26,3
0,1,0.5,0.745,0.26,3
0,1,0.25,0.745,0.26,3
0,1,0.25,0.745,0.26,2
0,1,0.38,0.745,0.26,3
0,1,0.38,0.745,0.26,3
0,1,0.38,0.745,0.26,3
0,1,0.25,0.745,0.26,3
0,1,0.25,0.745,0.26,2
0,1,0.25,0.745,0.26,3
0,1,0.25,0.745,0.26,3
0,1,0.38,0.745,0.26,2
0,1,0.38,0.745,0.26,3
0,1,0.38,0.745,0.26,3
0,1,0.38,0.745,0.26,3
0,1,0.38,0.745,0.26,3
0,1,0.38,0.745,0.26,2
0,1,0.38,0.745,0.26,3
0,1,0.25,0.745,0.26,3
0,1,0.25,0.745,0.26,3
0,1,0.25,0.746,0.26,3
0,1,0.25,0.746,0.26,2
0,1,0.25,0.746,0.26,2
0,1,0.38,0.745,0.26,2
0,1,0.38,0.745,0.26,2
0,1,0.38,0.745,0.26,2
0,0,0.25,0.745,0.26,2
0,0,0.25,0.745,0.26,2
0,0,0.25,0.746,0.26,2
0,0,0.25,0.746,0.26,2
0,0,0.25,0.745,0.26,2
0,0,0.25,0.745,0.26,2
0,0,0.25,0.745,0.26,2
0,0,0.25,0.745,0.26,2
0,0,0.25,0.745,0.26,2
0,0,0.25,0.745,0.26,2
0,0,0.25,0.745,0.26,2
0,0,0.25,0.745,0.26,2
1,1,0.62,0.762,0.55,0
1,1,0.25,0.762,0.55,0
1,1,0.25,0.762,0.55,0
1,1,0.38,0.762,0.55,0
1,1,0.38,0.762,0.55,0
1,1,0.38,0.762,0.55,0
1,1,0.75,0.762,0.55,0
1,1,0.75,0.762,0.55,0
1,1,0.75,0.762,0.55,0
1,1,0.75,0.762,0.55,0
1,1,0.75,0.762,0.55,0
1,1,0.75,0.762,0.55,0
1,1,0.75,0.762,0.55,0
1,1,0.75,0.762,0.55,0
1,1,0.75,0.762,0.55,0
1,1,0.75,0.762,0.55,0
1,1,0.75,0.762,0.55,0
1,1,0.75,0.762,0.55,0
1,1,0.75,0.762,0.55,0
1,1,0.75,0.762,0.55,0
1,1,0.75,0.762,0.55,0
1,1,0.75,0.762,0.55,0
1,1,0.75,0.762,0.55,1
1,1,0.75,0.762,0.55,1
1,1,0.75,0.762,0.55,1
1,1,0.75,0.762,0.55,0
1,1,0.75,0.762,0.55,0
1,1,0.75,0.762,0.55,0
1,1,0.75,0.762,0.55,0
1,1,0.75,0.762,0.55,2
1,1,0.75,0.762,0.55,2
1,1,0.75,0.762,0.55,2
1,1,0.75,0.762,0.55,1
1,1,0.75,0.762,0.55,2
1,1,0.75,0.762,0.55,2
1,1,0.75,0.762,0.55,2
1,0,0.75,0.762,0.55,2
1,0,0.75,0.762,0.55,0
1,0,0.75,0.762,0.55,1
1,0,0.75,0.762,0.55,1
1,0,0.75,0.725,0.39,1
1,0,0.75,0.725,0.39,2
1,0,0.75,0.715,0.44,2
1,0,0.75,0.715,0.44,2
1,0,0.75,0.715,0.44,2
1,0,0.75,0.715,0.44,2
1,0,0.75,0.715,0.44,2
1,0,0.75,0.715,0.44,2
1,0,0.75,0.715,0.44,2
1,0,0.75,0.718,0.43,2
1,0,0.75,0.718,0.43,2
1,0,0.75,0.718,0.43,2
1,0,0.75,0.718,0.43,2
1,0,0.75,0.718,0.43,2
1,0,0.75,0.717,0.43,2
1,0,0.75,0.717,0.43,2
1,0,0.75,0.717,0.43,2
1,0,0.75,0.718,0.43,2
1,0,0.75,0.718,0.43,2
1,0,0.75,0.718,0.43,2
1,0,0.75,0.718,0.43,2
1,0,0.75,0.718,0.43,3
1,0,0.75,0.718,0.43,2
1,0,0.75,0.718,0.43,2
1,0,0.75,0.718,0.43,2
1,0,0.75,0.718,0.43,2
1,0,0.75,0.718,0.43,2
1,0,0.75,0.718,0.43,2
1,0,0.75,0.718,0.43,3
1,0,0.75,0.718,0.43,2
1,0,0.75,0.718,0.43,2
1,0,0.75,0.718,0.43,2
1,0,0.75,0.718,0.43,2
1,0,0.62,0.718,0.43,2
1,0,0.62,0.718,0.43,2
1,0,0.62,0.718,0.43,2
1,0,0.62,0.718,0.43,2
1,0,0.62,0.717,0.43,2
1,0,0.62,0.717,0.43,2
1,0,0.62,0.717,0.43,2
1,0,0.5,0.718,0.43,2
1,0,0.5,0.718,0.43,3
1,0,0.5,0.717,0.43,2
1,0,0.5,0.717,0.43,2
1,0,0.5,0.717,0.43,2
1,0,0.5,0.718,0.43,2
1,0,0.5,0.718,0.43,2
1,0,0.5,0.718,0.43,2
1,0,0.5,0.718,0.43,2
1,0,0.5,0.718,0.43,2
1,0,0.5,0.718,0.43,2
1,0,0.5,0.718,0.43,2
1,0,0.5,0.718,0.43,2
1,0,0.5,0.718,0.43,2
1,0,0.5,0.717,0.43,2
1,0,0.5,0.717,0.43,0
1,0,0.5,0.718,0.43,2
1,0,0.5,0.718,0.43,2
1,0,0.5,0.718,0.43,2
1,0,0.5,0.717,0.43,2
1,0,0.5,0.717,0.43,2
1,0,0.5,0.717,0.43,2
1,0,0.5,0.718,0.43,2
1,0,0.5,0.718,0.43,2
1,0,0.5,0.718,0.43,2
1,0,0.5,0.718,0.43,1
1,0,0.5,0.718,0.43,2
1,0,0.5,0.718,0.43,2
1,1,0.5,0.718,0.43,2
1,1,0.5,0.718,0.43,2
1,1,0.5,0.718,0.43,2
1,1,0.5,0.717,0.43,2
1,1,0.5,0.717,0.43,2
1,1,0.5,0.717,0.43,2
1,1,0.5,0.717,0.43,3
1,1,0.5,0.717,0.43,2
1,1,0.5,0.718,0.43,2
1,1,0.5,0.718,0.43,2
1,1,0.25,0.718,0.43,2
1,1,0.25,0.718,0.43,3
1,1,0.25,0.718,0.43,2
1,1,0.5,0.718,0.43,3
1,1,0.5,0.718,0.43,3
1,1,0.5,0.718,0.43,2
1,1,0.5,0.718,0.43,2
1,1,0.38,0.76,0.55,3
1,1,0.38,0.76,0.55,2
1,1,0.38,0.76,0.55,3
1,1,0.38,0.76,0.55,3
1,1,0.5,0.76,0.55,3
1,1,0.5,0.76,0.55,2
1,1,0.5,0.76,0.55,3
1,1,0.5,0.76,0.55,3
1,1,0.5,0.76,0.55,3
1,1,0.5,0.76,0.55,3
1,1,0.5,0.76,0.55,3
1,1,0.5,0.762,0.55,2
1,1,0.5,0.762,0.55,2
1,1,0.5,0.762,0.55,2
1,1,0.5,0.762,0.55,2
1,1,0.5,0.762,0.55,3
1,1,0.5,0.762,0.55,2
1,1,0.25,0.762,0.55,2
1,1,0.25,0.762,0.55,2
1,0,0.25,0.762,0.55,2
1,0,0.25,0.762,0.55,2
1,0,0.25,0.762,0.55,2
1,0,0.25,0.762,0.55,2
1,0,0.25,0.762,0.55,2
1,0,0.25,0.762,0.55,2
1,0,0.25,0.762,0.55,2
1,0,0.38,0.762,0.55,0
1,0,0.38,0.762,0.55,2
1,0,0.12,0.762,0.55,2
1,0,0.25,0.762,0.55,0
1,0,0.25,0.762,0.55,0
2,1,0.5,0.762,0.55,0
2,1,0.5,0.762,0.55,0
2,1,0.5,0.762,0.55,0
2,1,0.5,0.762,0.55,0
2,1,0.5,0.762,0.55,0
2,1,0.5,0.762,0.55,0
2,1,0.5,0.762,0.55,0
2,1,0.5,0.762,0.55,0
2,1,0.5,0.762,0.55,0
2,1,0.5,0.762,0.55,0
2,1,0.5,0.762,0.55,0
2,1,0.5,0.762,0.55,0
2,1,0.5,0.762,0.55,0
2,1,0.5,0.762,0.55,0
2,1,0.5,0.762,0.55,0
2,1,0.5,0.762,0.55,0
2,1,0.5,0.762,0.55,0
2,1,0.5,0.762,0.55,0
2,1,0.5,0.762,0.55,0
2,1,0.5,0.762,0.55,0
2,1,0.5,0.762,0.55,0
2,1,0.5,0.762,0.55,0
2,1,0.5,0.762,0.55,0
2,1,0.5,0.762,0.55,0
2,1,0.5,0.762,0.55,0
2,1,0.5,0.762,0.55,0
2,1,0.5,0.762,0.55,0
2,1,0.5,0.762,0.55,0
2,1,0.5,0.762,0.55,0
2,1,0.5,0.762,0.55,0
2,1,0.5,0.762,0.55,0
2,1,0.5,0.762,0.55,0
2,1,0.5,0.762,0.55,0
2,1,0.5,0.762,0.55,0
2,1,0.5,0.762,0.55,0
2,1,0.5,0.762,0.55,0
2,0,0.5,0.762,0.55,0
2,0,0.5,0.762,0.55,0
2,0,0.5,0.762,0.55,1
2,0,0.5,0.762,0.55,0
2,0,0.5,0.762,0.55,0
2,0,0.5,0.762,0.55,1
2,0,0.5,0.762,0.55,0
2,0,0.5,0.762,0.55,0
2,0,0.5,0.762,0.55,0
2,0,0.5,0.762,0.55,2
2,0,0.5,0.762,0.55,2
2,0,0.5,0.762,0.55,2
2,0,0.5,0.762,0.55,2
2,0,0.5,0.762,0.55,2
2,0,0.5,0.762,0.55,2
2,0,0.5,0.762,0.55,2
2,0,0.5,0.762,0.55,2
2,0,0.5,0.762,0.55,2
2,0,0.5,0.762,0.55,2
2,0,0.5,0.762,0.55,2
2,0,0.5,0.762,0.55,2
2,0,0.5,0.762,0.55,2
2,0,0.5,0.762,0.55,3
2,0,0.5,0.762,0.55,3
2,0,0.5,0.762,0.55,3
2,0,0.5,0.762,0.55,3
2,0,0.5,0.762,0.55,2
2,0,0.5,0.762,0.55,2
2,0,0.5,0.762,0.55,3
2,0,0.5,0.762,0.55,2
2,0,0.5,0.762,0.55,2
2,0,0.5,0.762,0.55,3
2,0,0.5,0.762,0.55,3
2,0,0.5,0.762,0.55,2
2,0,0.5,0.762,0.55,2
2,0,0.5,0.762,0.55,2
2,0,0.5,0.762,0.55,2
2,0,0.5,0.762,0.55,2
2,0,0.5,0.762,0.55,3
2,0,0.5,0.762,0.55,3
2,0,0.5,0.762,0.55,2
2,0,0.5,0.762,0.55,2
2,0,0.5,0.762,0.55,3
2,0,0.5,0.762,0.55,2
2,0,0.5,0.762,0.55,2
2,0,0.5,0.762,0.55,3
2,0,0.5,0.762,0.55,2
2,0,0.5,0.762,0.55,2
2,0,0.5,0.762,0.55,3
2,0,0.5,0.762,0.55,2
2,0,0.5,0.762,0.55,2
2,0,0.5,0.762,0.55,2
2,0,0.5,0.762,0.55,2
2,0,0.5,0.762,0.55,2
2,0,0.5,0.762,0.55,2
2,0,0.5,0.762,0.55,2
2,0,0.5,0.762,0.55,2
2,0,0.5,0.762,0.55,2
2,0,0.5,0.762,0.55,2
2,0,0.38,0.762,0.55,2
2,0,0.38,0.762,0.55,3
2,0,0.38,0.762,0.55,2
2,0,0.38,0.762,0.55,2
2,0,0.25,0.762,0.55,3
2,0,0.25,0.762,0.55,3
2,0,0.25,0.762,0.55,3
2,0,0.25,0.762,0.55,2
2,0,0.25,0.762,0.55,2
2,0,0.25,0.762,0.55,2
2,0,0.25,0.762,0.55,2
2,0,0.12,0.762,0.55,2
2,0,0.12,0.762,0.55,2
2,1,0.12,0.762,0.55,2
2,1,0.12,0.762,0.55,2
2,1,0.12,0.762,0.55,2
2,1,0.25,0.762,0.55,2
2,1,0.25,0.762,0.55,3
2,1,0.12,0.762,0.55,3
2,1,0.12,0.762,0.55,3
2,1,0.12,0.762,0.55,3
2,1,0.12,0.762,0.55,2
2,1,0.12,0.762,0.55,3
2,1,0.12,0.762,0.55,3
2,1,0.12,0.762,0.55,3
2,1,0.25,0.762,0.55,2
2,1,0.25,0.762,0.55,2
2,1,0.12,0.762,0.55,3
2,1,0.12,0.762,0.55,2
2,1,0.12,0.762,0.55,2
2,1,0.25,0.762,0.55,3
2,1,0.25,0.762,0.55,3
2,1,0.12,0.762,0.55,3
2,1,0.12,0.762,0.55,3
2,1,0.25,0.762,0.55,3
2,1,0.25,0.762,0.55,3
2,1,0.12,0.762,0.55,3
2,1,0.12,0.762,0.55,3
2,1,0.12,0.762,0.55,3
2,1,0.12,0.762,0.55,2
2,1,0.12,0.762,0.55,3
2,1,0.25,0.762,0.55,3
2,1,0.25,0.762,0.55,3
2,1,0.12,0.762,0.55,3
2,1,0.12,0.762,0.55,2
2,1,0.12,0.794,0.03,2
2,1,0.12,0.794,0.03,2
2,1,0.12,0.794,0.03,2
2,1,0.12,0.794,0.03,2
2,0,0.12,0.794,0.03,2
2,0,0.12,0.794,0.03,2
2,0,0.12,0.794,0.03,2
2,0,0.12,0.795,0.03,2
2,0,0.12,0.795,0.03,2
2,0,0.25,0.791,0.04,2
2,0,0.25,0.791,0.04,2
2,0,0.25,0.791,0.04,2
2,0,0.12,0.79,0.04,2
2,0,0.12,0.79,0.04,2
2,0,0.12,0.79,0.04,2
2,0,0.12,0.79,0.04,1
3,1,0.5,0.79,0.04,0
3,1,0.5,0.79,0.04,0
3,1,0.5,0.79,0.04,0
3,1,0.5,0.79,0.04,0
3,1,0.5,0.79,0.04,0
3,1,0.5,0.79,0.04,0
3,1,0.5,0.79,0.04,0
3,1,0.5,0.79,0.04,0
3,1,0.5,0.79,0.04,0
3,1,0.5,0.79,0.04,0
3,1,0.5,0.79,0.04,0
3,1,0.5,0.79,0.04,0
